1	1623
1	2522
1	3667
1	7746
1	7951
1	7952
1	8744
2	1148
2	2153
2	2772
2	6929
2	7111
2	8718
2	9125
3	1271
3	1599
3	4360
3	4625
3	4927
3	8097
3	9817
4	2546
4	4594
4	6317
4	6358
4	8083
4	8196
4	9852
5	745
5	1283
5	1572
5	4228
5	5508
5	6148
5	6724
6	5739
6	6150
6	7041
6	7358
6	7652
6	8064
6	9467
7	2920
7	5119
7	5135
7	7380
7	7726
7	9124
7	9212
8	2396
8	4410
8	5596
8	6875
8	7692
8	8065
8	9910
9	3351
9	6226
9	6743
9	7247
9	7351
9	9227
9	9240
10	2675
10	2876
10	4804
10	6123
10	7093
10	7221
10	7455
11	381
11	893
11	2783
11	4420
11	7696
11	8701
11	9907
12	3337
12	3638
12	5171
12	6960
12	7133
12	7497
12	7603
13	3458
13	7404
13	9063
13	9219
13	9236
13	9329
13	9518
14	399
14	5867
14	7714
14	8572
14	8782
14	9112
14	9347
15	2172
15	4170
15	4855
15	5627
15	6104
15	7478
15	7734
16	2054
16	2310
16	3721
16	7964
16	8237
16	9134
16	9345
17	754
17	854
17	3316
17	5279
17	7343
17	9319
17	9615
18	2332
18	3758
18	4580
18	5956
18	8128
18	8302
18	9959
19	281
19	1837
19	3190
19	4181
19	6596
19	7918
19	9014
20	2289
20	3617
20	3859
20	6272
20	6508
20	8165
20	8239
21	379
21	3020
21	3519
21	5183
21	7886
21	9661
21	9912
22	850
22	2545
22	2720
22	6734
22	8084
22	8854
22	8938
23	1628
23	2154
23	2270
23	3639
23	5345
23	5496
23	9563
24	817
24	4105
24	5444
24	6753
24	6757
24	7797
24	9682
25	538
25	2975
25	3566
25	4845
25	5388
25	8263
25	9169
26	629
26	1601
26	1869
26	2914
26	8193
26	8832
26	9370
27	1460
27	2393
27	2906
27	2975
27	7209
27	8447
27	9796
28	1581
28	3008
28	3910
28	5515
28	7276
28	7662
28	8703
29	222
29	850
29	3846
29	5091
29	6916
29	7013
29	7120
30	948
30	3922
30	5162
30	8358
30	8736
30	9056
30	9293
31	2355
31	5377
31	8336
31	8833
31	9641
31	9910
31	9950
32	1292
32	5974
32	6230
32	6767
32	7208
32	8498
32	9789
33	294
33	401
33	3179
33	3719
33	3802
33	8392
33	8714
34	4182
34	7315
34	7642
34	7841
34	8095
34	8514
34	9226
35	2188
35	2683
35	3514
35	3594
35	5608
35	7570
35	7874
36	2314
36	2895
36	6468
36	6621
36	7195
36	7957
36	8013
37	1787
37	6305
37	7075
37	7475
37	8231
37	8674
37	9271
38	6123
38	7286
38	7779
38	8429
38	9196
38	9581
38	9807
39	598
39	3525
39	4907
39	5000
39	5235
39	8379
39	8504
40	3911
40	5420
40	6456
40	6711
40	7484
40	7733
40	9880
41	975
41	1566
41	5997
41	7221
41	8145
41	8493
41	9060
42	596
42	1004
42	1461
42	2465
42	5928
42	6847
42	9184
43	1099
43	1617
43	3019
43	4564
43	5722
43	7848
43	9298
44	1710
44	2810
44	3120
44	3761
44	7594
44	8252
44	8387
45	765
45	3976
45	4893
45	5350
45	8302
45	9333
45	9781
46	83
46	430
46	1333
46	4417
46	8086
46	8754
46	8834
47	5261
47	5640
47	7601
47	7659
47	7867
47	7876
47	8561
48	2982
48	3121
48	3969
48	7485
48	8004
48	8138
48	9151
49	457
49	3148
49	4719
49	6086
49	7484
49	7580
49	8625
50	1522
50	4672
50	5719
50	6074
50	8002
50	8569
50	8851
51	2415
51	5479
51	5767
51	5874
51	6939
51	8575
51	9798
52	2766
52	5706
52	5735
52	5894
52	5915
52	8945
52	9893
53	2510
53	4161
53	4185
53	4892
53	7255
53	8475
53	8712
54	1986
54	6276
54	6789
54	8826
54	8956
54	8969
54	9775
55	3470
55	3599
55	4113
55	5572
55	6145
55	7416
55	7619
56	3073
56	3296
56	4726
56	5527
56	9292
56	9417
56	9599
57	2306
57	3897
57	4411
57	5669
57	6068
57	6164
57	8693
58	650
58	5874
58	7094
58	8253
58	8601
58	9182
58	9303
59	1398
59	2479
59	2946
59	4154
59	6028
59	9076
59	9442
60	1967
60	5657
60	6672
60	6960
60	8702
60	9693
60	9922
61	4464
61	4529
61	5000
61	5993
61	8691
61	8846
61	9009
62	2114
62	2224
62	5887
62	6486
62	7345
62	8559
62	9205
63	2167
63	3674
63	5946
63	8122
63	9294
63	9772
63	9907
64	3567
64	4786
64	4844
64	5832
64	6658
64	9138
64	9315
65	1618
65	2817
65	3534
65	3611
65	7871
65	9564
65	9882
66	320
66	966
66	2147
66	5568
66	9450
66	9662
66	9665
67	438
67	3519
67	6529
67	7237
67	7355
67	9527
67	9687
68	260
68	2897
68	5240
68	5742
68	9148
68	9464
68	9697
69	363
69	875
69	1215
69	4382
69	5030
69	8612
69	8791
70	1923
70	2293
70	3058
70	3951
70	8113
70	8243
70	9016
71	104
71	3718
71	5408
71	6750
71	8415
71	9211
71	9877
72	1073
72	2884
72	6610
72	6847
72	7901
72	9528
72	9949
73	982
73	2417
73	2518
73	2728
73	3264
73	7294
73	8305
74	2170
74	2261
74	5438
74	5816
74	6097
74	8493
74	8567
75	2700
75	2992
75	4195
75	6217
75	8242
75	8285
75	9068
76	1034
76	2001
76	2544
76	4791
76	5332
76	6777
76	8673
77	1486
77	2522
77	4226
77	4462
77	5136
77	7488
77	7539
78	2066
78	4204
78	6385
78	7457
78	8466
78	8600
78	9078
79	1771
79	3737
79	3802
79	5908
79	7972
79	8371
79	8604
80	1082
80	2181
80	6195
80	7732
80	8887
80	9100
80	9683
81	1321
81	3410
81	4067
81	4527
81	5048
81	7832
81	8015
82	146
82	1076
82	1401
82	2831
82	8353
82	9374
82	9905
83	46
83	102
83	1477
83	1654
83	1824
83	2896
83	6311
84	4153
84	5707
84	5907
84	6800
84	7005
84	8907
84	9120
85	1242
85	4038
85	4604
85	5060
85	7649
85	8352
85	9513
86	2478
86	2925
86	3298
86	5898
86	7622
86	8319
86	8510
87	1260
87	1743
87	4259
87	6221
87	8097
87	8187
87	8407
88	2501
88	3938
88	5404
88	6900
88	8457
88	8877
88	9273
89	3352
89	3549
89	3772
89	6290
89	9265
89	9645
89	9978
90	4583
90	6099
90	6568
90	6941
90	7287
90	9028
90	9178
91	3562
91	3957
91	5899
91	6711
91	8738
91	9286
91	9811
92	2600
92	3080
92	4328
92	4591
92	8440
92	8520
92	9694
93	1628
93	2897
93	2944
93	3865
93	4317
93	7286
93	9443
94	1083
94	4079
94	4536
94	6440
94	7364
94	8831
94	9916
95	2025
95	2649
95	3317
95	3494
95	6517
95	6900
95	9877
96	569
96	5011
96	5751
96	5836
96	5899
96	6152
96	9685
97	2113
97	3773
97	3834
97	6215
97	6672
97	8547
97	8991
98	567
98	2040
98	2897
98	4375
98	6130
98	7391
98	7898
99	2666
99	3649
99	4572
99	4888
99	8710
99	9556
99	9773
100	3413
100	5247
100	5792
100	7202
100	8836
100	9357
100	9918
101	588
101	1350
101	2608
101	5710
101	6741
101	7103
101	8543
102	83
102	5704
102	6157
102	6486
102	7298
102	9365
102	9494
103	3426
103	4771
103	5914
103	7000
103	7914
103	7963
103	9051
104	71
104	3020
104	3362
104	3923
104	5300
104	5914
104	8449
105	206
105	577
105	1668
105	2638
105	7275
105	7305
105	9562
106	1551
106	4028
106	6642
106	6955
106	9012
106	9723
106	9900
107	463
107	659
107	1969
107	3978
107	6474
107	8119
107	9922
108	2555
108	2828
108	3552
108	4090
108	4567
108	9643
108	9782
109	2716
109	4098
109	4454
109	4670
109	7155
109	9626
109	9635
110	200
110	1735
110	2840
110	3850
110	7753
110	8067
110	9966
111	2482
111	2994
111	5298
111	8255
111	9615
111	9689
111	9718
112	1349
112	5760
112	6479
112	6508
112	6583
112	7516
112	8300
113	2554
113	2710
113	3135
113	3880
113	6487
113	7769
113	8309
114	951
114	1813
114	1957
114	5120
114	7932
114	9282
114	9849
115	2621
115	2981
115	4747
115	4886
115	5451
115	7483
115	9589
116	2861
116	3383
116	3424
116	3930
116	8073
116	8088
116	9791
117	614
117	2600
117	5844
117	7250
117	7949
117	8832
117	9134
118	976
118	3570
118	4486
118	6254
118	6298
118	6369
118	9103
119	131
119	6380
119	6505
119	6619
119	7198
119	8623
119	9784
120	1386
120	3222
120	4645
120	5274
120	5585
120	6364
120	7460
121	864
121	875
121	1392
121	2703
121	5676
121	8002
121	9277
122	1447
122	2037
122	4326
122	4502
122	4903
122	8783
122	9303
123	871
123	3484
123	4304
123	4663
123	5087
123	6030
123	9326
124	4114
124	4861
124	6122
124	6326
124	7737
124	8215
124	9515
125	1049
125	3830
125	5682
125	5940
125	7140
125	7776
125	9018
126	1868
126	1900
126	5760
126	6277
126	7107
126	9661
126	9715
127	372
127	3299
127	6415
127	7388
127	8959
127	8973
127	9308
128	570
128	3408
128	3513
128	4291
128	7215
128	7462
128	8873
129	730
129	3841
129	6587
129	6840
129	8629
129	9478
129	9679
130	453
130	1882
130	3441
130	4165
130	4871
130	7676
130	8958
131	119
131	966
131	2359
131	2862
131	6007
131	6148
131	8675
132	4166
132	4961
132	8878
132	9032
132	9272
132	9552
132	9799
133	4201
133	4336
133	4582
133	8399
133	9302
133	9403
133	9707
134	3487
134	4170
134	5122
134	6502
134	8084
134	9163
134	9575
135	1022
135	4544
135	8208
135	8914
135	8995
135	9709
135	9858
136	665
136	2850
136	3684
136	3726
136	6133
136	6173
136	6175
137	830
137	3319
137	4218
137	4299
137	8236
137	8524
137	8621
138	1732
138	3766
138	3850
138	6185
138	8683
138	9050
138	9524
139	3961
139	4660
139	4940
139	6184
139	6403
139	8221
139	9732
140	4150
140	4256
140	4513
140	6683
140	6759
140	9114
140	9670
141	578
141	4979
141	6030
141	6547
141	7460
141	8459
141	8952
142	928
142	6992
142	7895
142	8191
142	8368
142	9095
142	9347
143	1108
143	2248
143	3486
143	6638
143	6723
143	7840
143	7996
144	1304
144	4310
144	4380
144	5093
144	8320
144	9020
144	9040
145	1055
145	2240
145	3553
145	5532
145	6144
145	7901
145	9999
146	82
146	735
146	2270
146	3974
146	4143
146	8345
146	8704
147	1040
147	2432
147	2962
147	2969
147	4637
147	8761
147	9320
148	1427
148	5246
148	6153
148	6881
148	8533
148	9514
148	9586
149	1763
149	2554
149	2584
149	3648
149	4640
149	5526
149	6091
150	428
150	1216
150	3695
150	5088
150	7604
150	9400
150	9809
151	856
151	1013
151	1130
151	2645
151	7727
151	7739
151	8095
152	1468
152	3818
152	5357
152	5829
152	8106
152	9023
152	9185
153	2279
153	6267
153	6543
153	7688
153	8549
153	8656
153	8666
154	685
154	1182
154	4146
154	4169
154	5376
154	5522
154	8254
155	932
155	1154
155	2769
155	5245
155	5331
155	7631
155	8921
156	445
156	2143
156	2277
156	5502
156	7342
156	7497
156	9071
157	206
157	748
157	1203
157	1913
157	5304
157	8883
157	9082
158	4394
158	6209
158	6226
158	7108
158	7875
158	8312
158	8701
159	3182
159	3845
159	4458
159	5869
159	5944
159	8840
159	9297
160	4158
160	5900
160	6354
160	7366
160	7790
160	8309
160	8505
161	1017
161	2407
161	3838
161	4417
161	6129
161	7622
161	9129
162	2874
162	4129
162	5709
162	5773
162	6435
162	6798
162	8589
163	983
163	4694
163	5274
163	6036
163	6693
163	7328
163	8917
164	2641
164	4784
164	5917
164	7211
164	9370
164	9487
164	9547
165	1275
165	1766
165	2753
165	5101
165	5972
165	8698
165	8699
166	444
166	1958
166	2471
166	5761
166	6423
166	7184
166	9868
167	2905
167	3335
167	3349
167	5156
167	5533
167	5601
167	7347
168	4723
168	6544
168	7805
168	8119
168	8550
168	9437
168	9767
169	5631
169	7729
169	8572
169	8770
169	9332
169	9670
169	9950
170	853
170	2764
170	3795
170	4694
170	7470
170	8331
170	9995
171	2641
171	3157
171	3304
171	4368
171	5711
